epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
,0,,,,2.013906240463257
0,1,,,2.013906240463257,
0,1,2.023142099380493,,,
,1,,,,1.894803762435913
1,3,,,1.894803762435913,
1,3,1.9783438444137573,,,
,2,,,,1.8515287637710571
2,5,,,1.8515287637710571,
2,5,1.7401938438415527,,,
,3,,,,1.8972241878509521
3,7,,,1.8972240686416626,
3,7,1.7218267917633057,,,
,4,,,,1.9086089134216309
4,9,,,1.9086089134216309,
4,9,1.682733416557312,,,
,5,,,,1.616451382637024
5,11,,,1.616451382637024,
5,11,1.6961355209350586,,,
,6,,,,1.6150200366973877
6,13,,,1.6150200366973877,
6,13,1.6052768230438232,,,
,7,,,,1.648250699043274
7,15,,,1.648250699043274,
7,15,1.5638136863708496,,,
,8,,,,1.6241424083709717
8,17,,,1.6241424083709717,
8,17,1.4894721508026123,,,
,9,,,,1.403109073638916
9,19,,,1.403109073638916,
9,19,1.3828274011611938,,,
,10,,,,1.315220594406128
10,21,,,1.315220594406128,
10,21,1.3560808897018433,,,
,11,,,,1.4837350845336914
11,23,,,1.4837350845336914,
11,23,1.4228399991989136,,,
,12,,,,1.2224013805389404
12,25,,,1.2224013805389404,
12,25,1.319169521331787,,,
,13,,,,1.1786364316940308
13,27,,,1.1786364316940308,
13,27,1.4032909870147705,,,
,14,,,,1.4309041500091553
14,29,,,1.4309040307998657,
14,29,1.3526718616485596,,,
,15,,,,1.344193935394287
15,31,,,1.344193935394287,
15,31,1.4007065296173096,,,
,16,,,,1.3436832427978516
16,33,,,1.343683123588562,
16,33,1.2414908409118652,,,
,17,,,,0.9417471885681152
17,35,,,0.9417471885681152,
17,35,1.2811915874481201,,,
,18,,,,1.251402497291565
18,37,,,1.251402497291565,
18,37,1.4965605735778809,,,
,19,,,,1.6431050300598145
19,39,,,1.6431050300598145,
19,39,1.3613364696502686,,,
,20,,,,1.2425830364227295
20,41,,,1.2425830364227295,
20,41,1.2792092561721802,,,
,21,,,,1.2161507606506348
21,43,,,1.2161507606506348,
21,43,1.2991464138031006,,,
,22,,,,1.1623709201812744
22,45,,,1.1623709201812744,
22,45,1.1725239753723145,,,
,23,,,,1.2425963878631592
23,47,,,1.2425963878631592,
23,47,1.1383469104766846,,,
24,49,,1.1905624866485596,,
,24,,,,1.4483859539031982
24,49,,,1.4483859539031982,
24,49,1.241200566291809,,,
,25,,,,1.207504153251648
25,51,,,1.207504153251648,
25,51,1.351943016052246,,,
,26,,,,1.204593539237976
26,53,,,1.204593539237976,
26,53,1.2892005443572998,,,
,27,,,,1.1884639263153076
27,55,,,1.1884639263153076,
27,55,1.219017744064331,,,
,28,,,,1.3206359148025513
28,57,,,1.3206360340118408,
28,57,1.305180549621582,,,
,29,,,,1.3452438116073608
29,59,,,1.3452438116073608,
29,59,1.173069953918457,,,
,30,,,,1.2695456743240356
30,61,,,1.2695456743240356,
30,61,1.094038963317871,,,
,31,,,,1.417100429534912
31,63,,,1.417100429534912,
31,63,1.1226714849472046,,,
,32,,,,1.2100940942764282
32,65,,,1.2100940942764282,
32,65,1.1635135412216187,,,
,33,,,,1.0897048711776733
