epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
,0,,,,13.481353759765625
0,1,,,13.481353759765625,
0,1,13.18719482421875,,,
,1,,,,12.219695091247559
1,3,,,12.219695091247559,
1,3,11.86878776550293,,,
,2,,,,11.077306747436523
2,5,,,11.077306747436523,
2,5,10.598901748657227,,,
,3,,,,9.580766677856445
3,7,,,9.580766677856445,
3,7,9.652275085449219,,,
,4,,,,8.032557487487793
4,9,,,8.032557487487793,
4,9,8.836174011230469,,,
,5,,,,8.226690292358398
5,11,,,8.226690292358398,
5,11,7.335699558258057,,,
,6,,,,6.520828723907471
6,13,,,6.520828723907471,
6,13,6.545465469360352,,,
,7,,,,6.038031578063965
7,15,,,6.038031578063965,
7,15,6.2201056480407715,,,
,8,,,,5.570204734802246
8,17,,,5.570204257965088,
8,17,5.547551155090332,,,
,9,,,,4.928896427154541
9,19,,,4.928896427154541,
9,19,5.534691333770752,,,
,10,,,,5.5480780601501465
10,21,,,5.5480780601501465,
10,21,5.116745471954346,,,
,11,,,,4.0873637199401855
11,23,,,4.0873637199401855,
11,23,3.7016100883483887,,,
,12,,,,3.6869778633117676
12,25,,,3.6869778633117676,
12,25,4.009303092956543,,,
,13,,,,5.007071495056152
13,27,,,5.007071495056152,
13,27,3.914794683456421,,,
,14,,,,3.8731141090393066
14,29,,,3.8731141090393066,
14,29,4.835258960723877,,,
,15,,,,4.775527477264404
15,31,,,4.775527477264404,
15,31,3.833770990371704,,,
,16,,,,3.3592190742492676
16,33,,,3.3592190742492676,
16,33,4.898842811584473,,,
,17,,,,5.949008464813232
17,35,,,5.949007987976074,
17,35,3.145174264907837,,,
,18,,,,4.587575912475586
18,37,,,4.587575912475586,
18,37,3.2448863983154297,,,
,19,,,,3.337266206741333
19,39,,,3.337266206741333,
19,39,4.344062328338623,,,
,20,,,,4.693608283996582
20,41,,,4.693608283996582,
20,41,3.0235466957092285,,,
,21,,,,4.0500383377075195
21,43,,,4.0500383377075195,
21,43,4.395797252655029,,,
,22,,,,4.294363975524902
22,45,,,4.294363975524902,
22,45,4.403960704803467,,,
,23,,,,5.571294784545898
23,47,,,5.571294784545898,
23,47,3.7123301029205322,,,
24,49,,3.292609930038452,,
,24,,,,3.4339890480041504
24,49,,,3.4339890480041504,
24,49,3.855597734451294,,,
,25,,,,2.6809871196746826
25,51,,,2.6809873580932617,
25,51,3.802844285964966,,,
,26,,,,4.351317405700684
26,53,,,4.351317405700684,
26,53,3.55119252204895,,,
,27,,,,3.6647322177886963
27,55,,,3.6647324562072754,
27,55,3.62260103225708,,,
,28,,,,3.6820409297943115
28,57,,,3.6820409297943115,
28,57,2.9463534355163574,,,
,29,,,,3.7360808849334717
29,59,,,3.7360808849334717,
29,59,3.355395555496216,,,
,30,,,,3.600353956222534
30,61,,,3.600353956222534,
30,61,3.5927774906158447,,,
,31,,,,3.763353109359741
31,63,,,3.763352870941162,
31,63,4.012233257293701,,,
,32,,,,3.889824628829956
32,65,,,3.889824628829956,
32,65,4.24131441116333,,,
,33,,,,3.430659770965576
33,67,,,3.430659770965576,
33,67,3.0746700763702393,,,
,34,,,,3.8397724628448486
34,69,,,3.8397722244262695,
34,69,3.410989999771118,,,
,35,,,,4.459778308868408
35,71,,,4.459778308868408,
35,71,3.3171679973602295,,,
,36,,,,2.6981492042541504
36,73,,,2.6981492042541504,
36,73,3.718698024749756,,,
,37,,,,4.630466461181641
37,75,,,4.630466461181641,
37,75,3.845675468444824,,,
,38,,,,3.2164533138275146
